DATAFLOW,LAST UPDATE,freq,indic_ur,cities,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,DE127F,2021,101138,b
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,DK,2013,5602628,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,DK001F,2013,1928612,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,DK002F,2013,845971,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,DK003F,2013,485672,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,DK004F,2013,580272,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE,2013,1320174,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE,2014,1315819,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE,2015,1313271,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE,2016,1315944,b
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE,2017,1315635,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE,2018,1319133,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2013,567967,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2014,572103,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2015,575601,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2016,576265,b
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2017,582556,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2018,589610,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2019,598059,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2020,585725,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE001F,2021,609515,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2013,153100,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2014,152188,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2015,151377,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2016,145003,b
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2017,145550,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2018,151122,b
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2019,152977,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2020,153912,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE002F,2021,153912,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,EE003F,2021,53424,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES,2013,47129783,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES,2014,46771341,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES,2015,46449565,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES,2016,46445828,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES,2017,46527039,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES,2018,46658447,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2013,6568874,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2014,6529700,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2015,6643994,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2016,6675302,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2017,6717732,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2018,6791667,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2019,6882461,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES001F,2020,7005286,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2013,4906189,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2014,4891249,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2015,4913865,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2016,4931694,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2017,4962864,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2018,4991133,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2019,5040582,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES002F,2020,5111749,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2013,1626349,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2014,1619196,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2015,1717473,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2016,1723352,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2017,1723935,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2018,1733606,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2019,1748142,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES003F,2020,1768205,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2013,1417093,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2014,1416933,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2015,1542162,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2016,1542237,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2017,1543858,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2018,1545862,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2019,1547301,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES004F,2020,1555663,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2013,769657,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2014,754347,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2015,753884,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2016,751248,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2017,756296,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2018,759060,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2019,768643,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES005F,2020,776669,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2013,856621,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2014,851006,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2015,853516,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2016,855380,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2017,858731,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2018,862518,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2019,869096,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES006F,2020,877868,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2013,616420,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2014,618398,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2015,619519,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2016,621113,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2017,624658,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2018,629612,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2019,637616,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES007F,2020,646099,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2013,637317,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2014,636103,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2015,633031,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2016,632316,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2017,630413,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2018,632018,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2019,633944,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES008F,2020,635919,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2013,427829,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2014,426469,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2015,424907,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2016,424038,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2017,422672,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2018,422546,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2019,423176,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES009F,2020,425008,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2013,673213,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2014,668447,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2015,670128,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2016,673139,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2017,678611,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2018,685786,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2019,697433,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES010F,2020,709028,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2013,199691,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2014,199856,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2015,199924,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2016,200119,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2017,200708,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2018,200946,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2019,202315,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES011F,2020,203119,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2013,267990,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2014,268620,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2015,270472,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2016,271164,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2017,273689,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2018,275988,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2019,278719,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES012F,2020,281189,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2013,316649,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2014,315052,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2015,312501,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2016,310601,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2017,309743,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2018,308938,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2019,308438,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES013F,2020,308314,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2013,368798,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2014,368575,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2015,376840,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2016,378186,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2017,380983,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2018,384822,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2019,389850,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES014F,2020,394751,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2013,386630,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2014,385117,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2015,383014,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2016,381111,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2017,380200,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2018,380415,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2019,381666,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES015F,2020,383429,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2013,149736,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2014,149400,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2015,149312,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2016,149693,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2017,150252,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2018,151200,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2019,152877,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES016F,2020,154965,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2013,178889,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2014,178735,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2015,180542,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2016,180485,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2017,180906,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2018,180816,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2019,180789,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES017F,2020,181018,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2013,193953,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2014,193135,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2015,192538,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2016,192200,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2017,192903,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2018,193665,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2019,194193,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES018F,2020,196349,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2013,1029375,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2014,1025109,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2015,1038998,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2016,1037847,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2017,1038319,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2018,1039652,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2019,1042338,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES019F,2020,1048966,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2013,361972,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2014,361229,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2015,360389,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2016,359640,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2017,358887,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2018,358510,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2019,358420,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES020F,2020,358701,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2013,465750,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2014,462130,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2015,459387,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2016,462008,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2017,462694,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2018,465782,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2019,470888,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES021F,2020,475402,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2013,546157,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2014,544291,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2015,543034,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2016,541884,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2017,541686,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2018,542277,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2019,544135,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES022F,2020,547151,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2013,301103,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2014,301255,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2015,299684,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2016,298700,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2017,297365,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2018,296717,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2019,296556,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES023F,2020,296488,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2013,481772,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2014,481990,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2015,503471,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2016,503499,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2017,505160,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2018,510019,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2019,515984,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES024F,2020,520655,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2013,415122,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2014,408697,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2015,413383,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2016,413996,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2017,415144,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2018,417452,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2019,419834,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES025F,2020,423375,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2013,122245,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2014,120500,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2015,118914,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2016,119307,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2017,118734,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2018,119160,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2019,120102,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES026F,2020,121871,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES028F,2015,121104,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES028F,2016,120915,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES028F,2017,120423,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES028F,2018,120199,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES028F,2019,120425,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES028F,2020,120408,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES030F,2015,172755,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES030F,2016,173988,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES030F,2017,175765,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES030F,2018,178419,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES030F,2019,181575,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES030F,2020,184766,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES031F,2015,118557,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES031F,2016,118436,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES031F,2017,118218,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES031F,2018,118152,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES031F,2019,118071,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES031F,2020,118031,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES032F,2015,93368,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES032F,2016,89125,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES032F,2017,88114,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES032F,2018,87443,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES032F,2019,88305,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES032F,2020,89728,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES034F,2015,124711,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES034F,2016,123674,
ESTAT:URB_LPOP1(1.0),22/02/23 23:00:00,A,DE1001V,ES034F,2017,122816,
