DE076F,252106,251327,251440,253167,254074,254164,253777,253319,141668
DE077F,,,,,,,,,75341
DE078F,233943,235125,236236,238902,239978,242285,244512,245459,185094
DE079F,84606,83616,83061,82919,82505,82111,81237,80103,114940
DE081F,,,,,,,,,1318805
DE083F,511686,514990,518174,528440,530865,532919,534248,535879,655778
DE084F,241210,242022,243521,248645,246353,246855,247237,246334,463934
DE085F,,,,,,,,,581193
DE086F,542833,545067,547661,553922,552472,554068,555465,557026,594324
DE087F,222026,222058,222500,225144,226812,226699,227020,227417,290630
DE089F,409595,410793,412775,415827,417525,416902,417779,417069,383996
DE091F,427080,427439,428198,433797,435967,437410,438218,438901,492937
DE094F,155316,155768,156771,158726,158908,158803,159360,159245,159193
DE095F,506069,506617,508213,520482,518877,520514,522091,523331,372046
DE098F,402560,404253,407622,413873,417893,420382,422425,424826,317760
DE100F,677622,683126,689444,698126,704314,707346,707980,709840,353808
DE101F,296135,296688,299071,304332,305198,305362,306890,307839,336491
DE102F,496998,497670,497879,500729,503100,504927,506988,507549,382984
DE104F,,,,,,,,,390126
DE105F,305756,305451,306908,312128,311704,311126,311847,311681,208275
DE107F,442074,444157,449091,456955,461342,465885,469028,471048,381397
DE108F,109352,108955,109009,109499,110611,110584,110994,111338,182886
DE110F,470370,473753,477690,485049,488282,492771,496576,499070,478480
DE111F,308517,310565,313019,318313,320739,322658,324447,325513,271407
DE112F,463057,467681,473290,480025,485291,489298,493153,495803,410545
DE113F,198681,197144,195874,197125,194467,194134,192311,190523,141600
DE115F,274691,276019,278031,282113,284082,285754,286748,287034,223276
DE117F,220091,218494,217521,217322,217242,216492,214648,213398,201478
DE118F,404760,403277,404137,409971,406894,406768,406915,405749,244172
DE120F,275330,274519,274554,277055,277300,276640,276594,275817,200671
DE122F,330294,327062,325137,324534,322099,319988,317531,315002,219023
DE123F,,,,,,,,,304039
DE124F,342885,343488,345425,350046,352390,353590,354382,355100,383594
DE125F,191197,191680,192173,195711,194846,194089,194458,194293,163105
DE126F,,,,262828,262072,262889,263722,264638,197703
DE127F,,,,369666,369226,369718,370676,371339,101138
DK001F,1928612,,,,,,,,
DK002F,845971,,,,,,,,
DK003F,485672,,,,,,,,
DK004F,580272,,,,,,,,
EE001F,567967,572103,575601,576265,582556,589610,598059,585725,609515
EE002F,153100,152188,151377,145003,145550,151122,152977,153912,153912
EE003F,,,,,,,,,53424
ES001F,6568874,6529700,6643994,6675302,6717732,6791667,6882461,7005286,
ES002F,4906189,4891249,4913865,4931694,4962864,4991133,5040582,5111749,
ES003F,1626349,1619196,1717473,1723352,1723935,1733606,1748142,1768205,
ES004F,1417093,1416933,1542162,1542237,1543858,1545862,1547301,1555663,
ES005F,769657,754347,753884,751248,756296,759060,768643,776669,
ES006F,856621,851006,853516,855380,858731,862518,869096,877868,
ES007F,616420,618398,619519,621113,624658,629612,637616,646099,
ES008F,637317,636103,633031,632316,630413,632018,633944,635919,
ES009F,427829,426469,424907,424038,422672,422546,423176,425008,
ES010F,673213,668447,670128,673139,678611,685786,697433,709028,
ES011F,199691,199856,199924,200119,200708,200946,202315,203119,
ES012F,267990,268620,270472,271164,273689,275988,278719,281189,
ES013F,316649,315052,312501,310601,309743,308938,308438,308314,
ES014F,368798,368575,376840,378186,380983,384822,389850,394751,
ES015F,386630,385117,383014,381111,380200,380415,381666,383429,
ES016F,149736,149400,149312,149693,150252,151200,152877,154965,
ES017F,178889,178735,180542,180485,180906,180816,180789,181018,
ES018F,193953,193135,192538,192200,192903,193665,194193,196349,
ES019F,1029375,1025109,1038998,1037847,1038319,1039652,1042338,1048966,
ES020F,361972,361229,360389,359640,358887,358510,358420,358701,
ES021F,465750,462130,459387,462008,462694,465782,470888,475402,
ES022F,546157,544291,543034,541884,541686,542277,544135,547151,
ES023F,301103,301255,299684,298700,297365,296717,296556,296488,
ES024F,481772,481990,503471,503499,505160,510019,515984,520655,
ES025F,415122,408697,413383,413996,415144,417452,419834,423375,
ES026F,122245,120500,118914,119307,118734,119160,120102,121871,
ES028F,,,121104,120915,120423,120199,120425,120408,
ES030F,,,172755,173988,175765,178419,181575,184766,
ES031F,,,118557,118436,118218,118152,118071,118031,
ES032F,,,93368,89125,88114,87443,88305,89728,
ES034F,,,124711,123674,122816,121809,120987,120412,
ES035F,,,102219,101141,100352,100098,100648,100975,
ES036F,,,97768,97482,97337,97151,97026,96921,
ES037F,,,151829,150041,148870,147776,146811,146151,
ES038F,,,139994,139831,141414,141010,141120,135509,
ES040F,,,110578,109888,109036,108925,110094,112023,
ES041F,,,114517,115285,116429,118127,120106,122870,
ES042F,,,124172,124321,124906,126300,128144,129192,
ES043F,,,104603,104193,104944,105243,105420,106360,
ES044F,,,155270,152322,148397,151053,154159,156021,
ES046F,,,87107,86446,85629,84945,84318,83825,
ES047F,,,70873,70224,69406,68813,68386,67982,
ES053F,,,78426,78558,78904,79001,79229,79791,
ES055F,,,107375,109103,110802,112888,115548,118144,
ES059F,546210,548539,560285,561784,561818,563090,566280,571447,
ES060F,264358,260176,258969,258968,259812,262370,264823,268068,
ES061F,236904,235903,235873,234389,233941,233850,235027,236646,
ES062F,218759,219316,219948,219886,219984,219933,219777,220121,
ES063F,335731,336192,336807,337436,338267,339093,340726,342453,
ES065F,222697,223688,224767,225367,226531,228435,230488,233801,
ES066F,202611,201290,200752,200267,199421,199937,200129,200976,
ES067F,204698,203773,202400,201297,201028,201033,201733,202718,
ES068F,192255,191794,191589,191698,191967,192023,192490,193419,
ES069F,244703,236691,234166,233254,231683,233233,234996,238550,
ES070F,229544,229262,229034,229041,229146,229001,229067,230520,
ES071F,260888,259560,258108,256335,255163,253803,252633,252140,
ES072F,216812,215706,214142,212090,210805,209836,208995,208561,
ES073F,217625,216617,216304,215837,216419,218246,221638,225597,
ES074F,161570,161017,160663,159760,159164,158212,157640,157187,
ES075F,187016,186796,186232,185812,185050,185787,186965,189114,
ES076F,150681,150050,149152,148682,148410,148496,148512,149172,
ES079F,137225,140965,142087,143917,144507,144927,145599,146855,
ES080F,320753,307964,312833,312572,310111,315209,324547,333902,
ES083F,,,71311,70965,70908,70770,70847,71218,
ES084F,,,61669,61343,61364,60884,60933,61597,
ES088F,,,60709,60331,60151,60106,59947,59931,
ES089F,,,140964,142065,143856,144659,147914,151827,
ES090F,,,62479,61498,61043,60375,59960,59861,
ES091F,,,106408,106604,107319,108060,109798,111295,
ES092F,,,85237,85211,85085,85141,84910,84995,
ES093F,,,79138,78708,79530,80036,80696,81894,
ES096F,,,107005,106940,107754,108721,108899,109406,
ES097F,,,73119,73221,73648,74061,74770,75963,
FI001F,1399137,1417377,1435405,1453078,1471930,1490142,1507140,1526778,1540002
FI002F,420636,425139,429121,432689,436732,440372,444370,448136,451972
FI003F,344141,346749,350788,353218,355246,357758,359725,361650,364437
FI004F,244842,248313,251378,254116,256295,258241,260277,262403,264700
FI007F,174654,174837,174650,191450,191735,191460,191133,190354,189999
FI008F,152151,153267,157982,158775,164093,164144,164241,164113,164537
FI009F,177877,179170,180421,182130,183806,185067,186137,186942,187810
FR001F,12800299,12872236,12930197,12965971,13024518,13064617,13114718,,
FR002F,2157342,2183212,2208297,2226734,2238656,2259411,2280845,,
FR003F,1480418,1487003,1490365,1494116,1498143,1503719,1510079,,
FR004F,1823990,1834927,1843602,1847729,1851736,1863762,1873270,,
FR005F,1250521,1269315,1289831,1307106,1323402,1341775,1363711,,
FR006F,1344018,1365241,1384365,1399121,1414936,1433656,1454158,,
FR007F,929153,943871,959251,971685,983310,997222,1011020,,
FR008F,602876,605005,605615,606412,606494,609695,615126,,
FR009F,822144,824958,829006,834236,838566,846450,853110,,
FR010F,693421,696278,697313,698641,699321,702945,705627,,
FR011F,733465,745625,756818,766651,775862,787705,801595,,
FR012F,707495,710860,713531,711423,713291,714799,717469,,
FR013F,507669,511546,512770,514327,515076,516973,519778,,
FR014F,394207,393439,392368,392042,391751,390345,393170,,
FR015F,547526,550737,555051,559075,561968,567353,573230,,
FR016F,706069,715877,725248,732790,739974,747156,755668,,
FR017F,349754,351097,353152,353268,353727,354618,354855,,
FR018F,434866,438736,441890,443748,447829,449299,451373,,
FR019F,509872,510524,512189,511496,511257,510496,510306,,
FR020F,403516,405837,407903,408341,410168,410568,412189,,
FR021F,486103,489017,492470,495915,498877,504157,507479,,
FR022F,337187,338435,338415,336852,336801,337086,335941,,
FR023F,491266,491361,493147,495429,496132,497034,498849,,
FR024F,417963,421790,424955,426690,429669,432939,436175,,
FR025F,410800,409883,409596,409076,409929,409981,410254,,
FR026F,320114,321362,321828,321233,321080,321024,320551,,
FR027F,365310,364790,365405,367388,366992,367851,370889,,
FR028F,338795,340567,341582,343484,344910,345670,346059,,
FR029F,365559,365982,366196,366172,366377,367082,368509,,
FR030F,297467,301138,304178,305627,307374,309635,314880,,
FR031F,457623,460457,463538,465382,467642,469526,472161,,
FR032F,324430,325131,325055,324666,324511,323789,323239,,
FR034F,364042,365490,367345,368613,370033,371072,372895,,
FR035F,350894,351315,352225,353759,354520,354033,354821,,
FR036F,264986,265839,265577,264152,262803,262045,260788,,
FR037F,397576,401041,405736,409160,409557,411617,415266,,
FR038F,272507,277895,281367,284253,286515,289199,293608,,
FR039F,274810,275692,276829,277576,277937,279191,280868,,
FR040F,255474,258393,262242,265834,269610,273137,276790,,
FR042F,275758,277187,277503,278280,279139,278948,279384,,
FR043F,326432,330108,331508,333313,334289,334814,336135,,
FR044F,213876,215745,216920,217290,218881,219350,219844,,
FR045F,335950,337307,338203,337983,338210,338345,338180,,
FR046F,369674,368173,365409,361277,357717,354241,350298,,
FR047F,270777,272484,274371,275514,276836,278167,279668,,
FR048F,244034,246497,249150,250778,252638,254254,255135,,
FR049F,118460,119828,120977,122271,121984,124220,125634,,
FR050F,244080,247017,248106,249653,251324,253430,255790,,
FR052F,200173,199184,198288,197964,198530,198241,198009,,
FR054F,227448,230395,232423,233823,235308,237909,241129,,
FR055F,221869,222142,222934,223826,224862,225884,227128,,
FR056F,154362,154260,154062,153715,152860,152630,151824,,
FR057F,186300,188543,189575,191177,193297,194901,196927,,
FR058F,169039,169920,171086,171035,170763,170581,170763,,
FR060F,163325,162962,162558,161526,160337,160130,159558,,
FR061F,147881,152259,152082,151188,150395,149673,149422,,
FR062F,,,,,256518,,,,
FR063F,181687,180895,181015,180440,179980,180158,180026,,
FR064F,156214,157145,157076,157423,157541,158047,158499,,
FR065F,196023,197355,199541,199596,199233,199234,199677,,
FR068F,177443,176750,176480,175903,174729,174771,174562,,
FR069F,199296,199419,200021,200310,200473,200829,200781,,
FR070F,232798,233745,234205,234039,234042,235702,237041,,
FR071F,136061,136046,136150,135796,134435,133597,133038,,
FR072F,123085,126761,131922,137964,138920,144501,147943,,
FR073F,298146,298986,299392,300875,302104,303051,305306,,
FR074F,52656,52803,53524,53220,53365,53589,53120,,
FR075F,193411,195041,196814,198151,199924,201411,203403,,
FR076F,392003,400974,409521,416247,421855,428003,433194,,
FR077F,107169,108285,108890,109485,110379,111382,112812,,
HR001F,1219889,1220967,1225789,1223925,1222064,1220206,1218350,1216497,1214647
HR002F,216689,215986,214800,212994,211203,209427,207666,205920,204189
HR003F,107301,106348,105881,103882,101921,99997,98109,96257,94439
HR004F,181488,180810,178487,176481,174498,172537,170598,168681,166785
HR005F,347370,346748,347912,346485,345064,343649,342239,340835,339437
HR006F,,,,87004,86886,86768,86650,86533,86415
HR007F,,,,130535,129898,129264,128633,128005,127381
HU001F,2915426,2927944,2947722,2958023,2965398,2978067,2997958,3014944,3002758
HU002F,300444,297234,294144,291503,289684,287287,285599,283706,281676
HU003F,239702,238727,238020,237511,236708,235449,234445,233623,232882
HU004F,254664,252842,251412,249967,248545,247720,246023,245194,243809
HU005F,330032,329270,328642,327953,326854,326626,325754,325714,325936
HU006F,242951,242895,243374,243437,242054,242013,242042,242326,241178
HU007F,243892,244789,246159,247357,248272,251317,255323,259424,260579
HU008F,188434,188003,187835,187653,186623,186782,186988,186872,186440
HU009F,275002,273760,272474,273481,271068,270835,271164,271674,271387
HU010F,147820,147694,147920,147992,147898,147933,148369,148880,148825
HU011F,,,162384,161050,160014,159129,158424,157174,156004
HU012F,,,138455,137981,137404,137634,138712,139228,137923
HU013F,,,133880,133398,133208,133448,134061,134317,134658
HU014F,,,116229,115151,113929,112758,112051,111341,110192
HU015F,,,112253,111172,110025,108983,108184,107157,105970
HU016F,,,101390,101191,100295,99803,99208,98314,97839
HU017F,,,87514,86766,86135,85736,85992,85463,84617
HU018F,,,111058,110340,109422,108729,107964,107182,105780
HU019F,,,98479,99184,100034,100501,101195,102355,102927
IT001F,4110252,4394362,4415586,4414288,4427117,4429025,4335555,4325591,4303821
IT002F,4943099,5071502,5097548,5111481,5120879,5145657,4965808,4985668,4961743
IT003F,3351118,3429594,3421906,3418061,3412064,3406777,3362207,3349233,3298730
IT004F,1741036,1781018,1776553,1769475,1766147,1760085,1733674,1728714,1722250
IT005F,1003626,1035347,1036973,1033226,1032272,1026233,1001778,995821,985924
IT006F,710789,725349,720214,713243,709453,705175,692806,688475,687196
IT007F,775607,793895,806237,807986,808810,807673,794659,791543,794219
IT008F,733881,746407,751181,749723,746663,744564,729385,726049,727549
IT009F,742141,750183,773511,775247,778849,780997,786352,790044,785941
IT010F,624388,657293,658957,658805,658335,656989,635614,634134,640088
IT011F,555518,562944,563449,561697,560453,559983,557748,556272,552414
IT012F,505253,514816,515838,514434,513393,514604,515613,516802,517271
IT013F,129930,128890,129096,128995,128707,128609,128162,128037,126201
IT014F,232074,235059,235740,236077,219421,237314,239900,241386,239341
IT015F,231677,235700,236073,234874,234682,234638,232405,231445,230689
IT016F,277902,282437,282060,282364,282618,281425,278497,278329,278467
IT017F,221805,224216,223946,223062,222575,222417,220553,220301,219732
IT018F,231545,239372,240804,240858,240744,240016,238004,237939,238001
IT019F,100955,101725,101498,101044,100423,99861,98551,97618,95985
IT020F,121590,124615,124500,124056,124017,123373,122091,121193,119257
IT021F,417195,422834,421542,419784,417762,415424,406363,403145,401532
IT022F,130161,131103,130585,130010,129587,129056,127542,126483,124770
IT023F,153955,156508,156508,155902,155539,154689,153305,152076,150231
IT024F,218622,223378,222189,221139,220431,219036,212756,210773,208343
IT025F,214700,217356,217045,216750,216433,215364,213378,212090,207971
IT026F,478617,487872,489215,488954,488507,488964,480571,478975,476578
IT027F,524855,531194,534033,533818,534119,535774,534896,535598,535922
IT028F,468208,476444,479851,480253,480357,480937,477619,477611,479430
IT029F,358446,366099,367301,367349,367141,368139,372079,372132,369725
IT030F,171399,176072,175576,174794,174518,174089,173009,171890,169660
IT031F,248411,251753,253559,253336,253026,252125,249450,248600,245215
IT032F,198740,200802,201012,200837,201029,201450,201680,202152,200040
IT033F,192040,194850,195664,196529,197599,198604,199437,199978,200093
IT034F,235266,236552,236364,235736,235529,235374,235857,235149,232392
IT035F,191318,195056,194473,194115,193811,193237,191339,190737,189689
IT036F,229805,234585,235316,235787,235654,235491,231046,230592,231503
IT037F,,,,,94673,94477,93435,93275,92787
IT038F,128390,128536,128381,128383,128466,128618,128670,128719,127711
IT039F,167100,169022,170146,169979,169960,168779,170803,170261,168768
IT040F,188650,192238,193434,192988,194408,193919,192665,192545,192735
IT041F,192856,194777,195526,195586,196068,197228,197148,197631,197150
IT042F,192041,194265,194340,194099,193946,194036,193054,192917,191094
IT043F,114274,116149,116205,115402,115174,115095,114255,113446,111866
IT044F,132305,136038,137069,137594,137672,137783,136747,136846,135761
IT045F,79230,80371,80201,79802,79487,79348,78252,77815,77027
IT046F,189622,189671,189490,189226,189103,188870,185698,184914,181764
IT047F,105202,106412,105945,105419,104917,104234,103104,102235,101185
IT048F,76825,77379,77242,77033,76905,76818,76700,76576,75297
IT049F,59842,61346,61245,61214,61123,60822,59762,59591,58930
IT050F,153840,155041,154505,153709,153545,153387,151348,150140,147618
IT051F,142593,143712,143752,143422,143230,143361,142883,142996,143258
IT052F,138666,139951,139673,139110,139062,139091,138732,138293,136996
IT053F,69901,70171,70347,70396,70595,70514,70008,69999,69911
IT056F,63678,64177,64446,64354,64496,64624,64115,63872,63171
IT057F,54877,55424,55517,55422,55390,55385,54706,54629,53934
IT058F,84147,86253,86957,87159,87334,87391,88094,88255,87675
IT059F,56816,58063,58295,58396,58517,58540,55428,55324,57223
IT060F,80549,81700,81544,80581,80149,79478,77337,76551,76725
IT063F,94637,96337,96390,96302,96062,96251,95481,95471,95773
IT064F,277884,277584,275907,273680,272038,269119,263586,261396,255716
IT065F,275864,281425,281305,281385,283034,284637,285191,286019,294138
IT066F,326929,338546,341028,343531,345338,346966,350090,352535,347789
IT067F,178560,182217,185492,185185,184753,184156,183245,182580,180791
IT068F,276809,286148,285072,284958,285415,286021,284825,285118,284225
IT069F,178821,183295,183265,183401,183358,183377,182918,182139,180225
IT070F,200870,202797,202848,201962,200244,206980,207022,211428,209852
IT071F,248277,253995,256515,256817,251391,258735,258100,258398,259506
IT072F,187613,191870,192328,191961,191636,190869,186635,185544,183312
IT073F,304872,310738,311492,311306,312235,313252,311530,311971,310755
IT074F,170629,173354,172958,172353,172018,171932,172119,172033,170913
IT075F,180797,188072,188338,188835,189037,189588,187893,187872,188304
IT076F,233341,234402,234405,233673,232906,232342,229990,229844,231795
IT077F,171503,174786,174307,173201,172785,171916,170122,169133,166548
IT078F,158833,162349,162109,161916,161793,161547,159798,159751,158734
IT079F,131459,135742,135647,135273,134892,134780,134232,133371,130936
IT080F,150480,151521,151643,151570,151421,151240,153205,152840,151348
IT081F,95631,97832,98044,98125,98113,97878,97580,97459,97045
IT082F,161854,162450,161667,160857,159919,158616,155148,153718,152688
IT083F,123323,124435,124250,123617,123018,122066,119031,118015,117157
IT084F,82731,86354,86723,87184,87409,87555,84977,85030,86247
IT085F,100432,100333,100518,100440,100331,99857,98712,98414,97489
IT086F,55786,55680,56221,56217,56076,56031,55610,55405,54848
IT087F,96997,100019,99224,98622,98450,98173,98082,97645,96541
LT001F,690482,692528,695847,695661,697691,700275,706832,718507,708203
LT002F,393307,391150,389753,387362,383764,381007,381874,385787,391153
LT003F,135210,133816,132375,130303,127471,124412,122584,121213,124526
LV001F,,,939769,937573,939225,932595,931918,931365,920643
LV002F,111136,109039,96264,95155,93576,92919,92251,91656,101328
LV003F,91908,90771,90174,89526,88706,88327,87842,87735,87305
LV004F,120970,118443,116733,114926,112679,110894,109392,108185,106554
MT001F,,,407958,418490,428091,442978,460171,480134,481537
NL001F,2524384,2542550,2749658,2771661,,,2852261,2881048,2891907
NL002F,204630,205184,286593,287778,,,293283,295476,297009
NL003F,151679,151503,151152,151360,,,152268,152571,152684
NL005F,,,107400,107943,,,110986,111897,112587
NL006F,190017,191529,181547,182891,,,186316,187677,188006
NL007F,234669,234840,235210,236260,,,240705,242274,243653
NL008F,403618,404454,405551,407348,,,424791,427663,429368
NL009F,,,125632,125762,,,126527,127229,127616
NL010F,91801,91827,113394,113329,,,114457,115129,115627
NL011F,294061,295821,367474,369164,,,375452,376523,377509
NL012F,116332,116092,116369,116756,,,118028,118971,119597
NL013F,,,149356,150224,,,154484,156829,158165
NL014F,694788,697799,757564,761702,,,760143,767499,771263
NL015F,401696,401464,401290,401566,,,402908,404400,404913
NL016F,80634,80635,71092,71196,,,73181,73427,73681
NL017F,849676,855188,1061863,1070027,,,1103368,1117031,1122240
NL018F,481692,483924,538531,538549,,,541647,543182,543707
NL022F,142222,141624,283885,282913,,,281201,281345,280608
NL025F,274977,276055,272462,273358,,,278420,280599,287114
NL028F,241530,233083,261688,261607,,,235607,236870,237440
NL029F,154665,156051,345588,348171,,,355585,357897,358875
NL030F,,,116740,117352,,,118708,120153,121822
NL031F,183044,183396,183032,183168,,,182616,182538,181153
NL032F,,,114012,114279,,,114750,115062,115275
NL033F,304160,305752,326421,327909,,,333934,335314,335742
NL035F,,,134770,135170,,,137786,138885,139798
NL037F,1419093,1421878,1810166,1818563,,,1868014,1883116,1890814
NL038F,128654,128547,128605,128763,,,129798,130413,130710
NL039F,148772,148253,166987,166601,,,165189,164911,164244
NL040F,,,69879,70013,,,70961,71474,71698
NL041F,272316,274259,311883,313503,,,320048,323234,317474
NL042F,731007,737534,867448,875154,,,878958,886840,890330
